1.000000000000000000e+00,1.529209621993127266e-02
2.000000000000000000e+00,2.107623318385650618e-02
4.000000000000000000e+00,5.244630071599044874e-02
6.000000000000000000e+00,2.311594202898550887e-01
8.000000000000000000e+00,7.895960832313341227e-01
1.000000000000000000e+01,1.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000000e+00
2.500000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+00
