1.000000000000000000e+00,1.544227886056971644e-01
2.000000000000000000e+00,2.774249999999999217e-01
3.000000000000000000e+00,3.383566433566433385e-01
4.000000000000000000e+00,3.809459459459458852e-01
5.000000000000000000e+00,5.659340659340659219e-01
6.000000000000000000e+00,1.257272727272727098e+00
7.000000000000000000e+00,3.208947368421052104e+00
8.000000000000000000e+00,4.998305084745762628e+00
9.000000000000000000e+00,7.148190476190477760e+00
1.000000000000000000e+01,8.957894736842106909e+00
1.100000000000000000e+01,1.033333333333333215e+01
1.200000000000000000e+01,1.207500000000000284e+01
1.300000000000000000e+01,1.425675675675674903e+01
1.400000000000000000e+01,1.604347826086956275e+01
1.500000000000000000e+01,1.778461538461538893e+01
1.600000000000000000e+01,2.034426229508196471e+01
1.700000000000000000e+01,2.282456140350876339e+01
1.800000000000000000e+01,2.551851851851852970e+01
1.900000000000000000e+01,2.827450980392157476e+01
2.000000000000000000e+01,3.040816326530612201e+01
2.100000000000000000e+01,3.323404255319150025e+01
2.200000000000000000e+01,4.000000000000000000e+01
2.300000000000000000e+01,4.127906976744186096e+01
2.400000000000000000e+01,4.451219512195123684e+01
2.500000000000000000e+01,4.682051282051281049e+01
2.600000000000000000e+01,5.347368421052633636e+01
2.700000000000000000e+01,5.966666666666667140e+01
2.800000000000000000e+01,6.331428571428569541e+01
2.900000000000000000e+01,6.614705882352942012e+01
3.000000000000000000e+01,6.990909090909089230e+01
3.100000000000000000e+01,7.415625000000000000e+01
3.200000000000000000e+01,7.858064516129034871e+01
3.300000000000000000e+01,8.489999999999997726e+01
3.400000000000000000e+01,8.989655172413792172e+01
3.500000000000000000e+01,9.464285714285712459e+01
3.600000000000000000e+01,1.020370370370370239e+02
3.700000000000000000e+01,1.026666666666666430e+02
3.800000000000000000e+01,1.091153846153846132e+02
3.900000000000000000e+01,1.159599999999999795e+02
4.000000000000000000e+01,1.150000000000000000e+02
4.100000000000000000e+01,1.241250000000000000e+02
4.200000000000000000e+01,1.242500000000000000e+02
4.300000000000000000e+01,1.326956521739130608e+02
4.400000000000000000e+01,1.444090909090909065e+02
4.500000000000000000e+01,1.438636363636364024e+02
4.600000000000000000e+01,1.455000000000000000e+02
