2.000000000000000000e+00,1.645642201834862650e-02
3.000000000000000000e+00,2.215189873417721528e-02
4.000000000000000000e+00,2.894431554524361586e-02
5.000000000000000000e+00,7.763788968824940351e-02
6.000000000000000000e+00,9.845788849347567040e-02
7.000000000000000000e+00,3.538323353293413298e-01
8.000000000000000000e+00,5.858616504854369245e-01
9.000000000000000000e+00,9.699261992619925277e-01
1.000000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+01,1.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,1.000000000000000000e+00
1.400000000000000000e+01,1.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00
