3.000000000000000000e+00,1.935314685314685479e-01
6.000000000000000000e+00,2.628155339805825497e-01
9.000000000000000000e+00,4.069158878504672283e-01
1.200000000000000000e+01,5.633363068688671538e-01
1.500000000000000000e+01,5.733333333333334725e-01
1.800000000000000000e+01,5.591823899371070050e-01
2.100000000000000000e+01,6.421411059656769726e-01
2.400000000000000000e+01,6.074006395614436338e-01
2.700000000000000000e+01,5.852337634863549187e-01
3.000000000000000000e+01,7.357574612769173239e-01
3.300000000000000000e+01,6.599354375896699931e-01
3.600000000000000000e+01,7.437826013797745883e-01
3.900000000000000000e+01,7.374745071380013339e-01
4.200000000000000000e+01,7.949946261323506125e-01
4.500000000000000000e+01,7.579927643038992802e-01
